Config;GraphSize;RegisterCount;Function;DemangledName;Registers;SMem_Bytes;CMem_Bank0;CMem_Bank2;CMem_Bank3;Stack_Frame;Spill_Stores;Spill_Loads;Architecture
compile_size_1344_reg_4_20251129_174200;1344;4;_Z20parallelACOIterationPKdPKiPdS3_S3_S3_S3_PiS3_S3_S3_S4_S3;parallelACOIteration;24;20480;456;48;0;968456;9684;968456;sm_70
compile_size_1344_reg_4_20251129_174200;1344;4;_Z26updateAndComputePheromonesPKdPKiPdS3_S3;updateAndComputePheromones;24;20480;392;8;0;244848;2448;244848;sm_70
compile_size_1344_reg_4_20251129_174200;1344;4;_Z16updatePheromonesPKdPKiPdS3;updatePheromones;24;0;384;8;0;0;0;0;sm_70
compile_size_1344_reg_4_20251129_174200;1344;4;_Z21antColonyOptimizationPdS_PiS_S_S_S0_S;antColonyOptimization;24;0;416;40;0;4800;480;4800;sm_70
compile_size_1344_reg_4_20251129_174200;1344;4;;;24;20480;376;0;0;324040;3240;324040;sm_70
compile_size_1344_reg_4_20251129_174200;1344;4;;;14;0;360;0;0;0;0;0;sm_70
Config;GraphSize;RegisterCount;Function;DemangledName;Registers;SMem_Bytes;CMem_Bank0;CMem_Bank2;CMem_Bank3;Stack_Frame;Spill_Stores;Spill_Loads;Architecture
compile_size_1344_reg_64_20251128_131027;1344;64;_Z20parallelACOIterationPKdPKiPdS3_S3_S3_S3_PiS3_S3_S3_S4_S3;parallelACOIteration;60;20480;456;48;0;4800;480;4800;sm_70
compile_size_1344_reg_64_20251128_131027;1344;64;_Z26updateAndComputePheromonesPKdPKiPdS3_S3;updateAndComputePheromones;34;20480;392;8;0;0;0;0;sm_70
compile_size_1344_reg_64_20251128_131027;1344;64;_Z16updatePheromonesPKdPKiPdS3;updatePheromones;26;0;384;8;0;0;0;0;sm_70
compile_size_1344_reg_64_20251128_131027;1344;64;_Z21antColonyOptimizationPdS_PiS_S_S_S0_S;antColonyOptimization;62;0;416;40;0;4800;480;4800;sm_70
compile_size_1344_reg_64_20251128_131027;1344;64;;;34;20480;376;0;0;0;0;0;sm_70
compile_size_1344_reg_64_20251128_131027;1344;64;;;14;0;360;0;0;0;0;0;sm_70
Config;GraphSize;RegisterCount;Function;DemangledName;Registers;SMem_Bytes;CMem_Bank0;CMem_Bank2;CMem_Bank3;Stack_Frame;Spill_Stores;Spill_Loads;Architecture
compile_size_1344_reg_8_20251129_174229;1344;8;_Z20parallelACOIterationPKdPKiPdS3_S3_S3_S3_PiS3_S3_S3_S4_S3;parallelACOIteration;24;20480;456;48;0;968456;9684;968456;sm_70
compile_size_1344_reg_8_20251129_174229;1344;8;_Z26updateAndComputePheromonesPKdPKiPdS3_S3;updateAndComputePheromones;24;20480;392;8;0;244848;2448;244848;sm_70
compile_size_1344_reg_8_20251129_174229;1344;8;_Z16updatePheromonesPKdPKiPdS3;updatePheromones;22;0;384;8;0;0;0;0;sm_70
compile_size_1344_reg_8_20251129_174229;1344;8;_Z21antColonyOptimizationPdS_PiS_S_S_S0_S;antColonyOptimization;24;0;416;40;0;4800;480;4800;sm_70
compile_size_1344_reg_8_20251129_174229;1344;8;;;24;20480;376;0;0;324040;3240;324040;sm_70
compile_size_1344_reg_8_20251129_174229;1344;8;;;14;0;360;0;0;0;0;0;sm_70
Config;GraphSize;RegisterCount;Function;DemangledName;Registers;SMem_Bytes;CMem_Bank0;CMem_Bank2;CMem_Bank3;Stack_Frame;Spill_Stores;Spill_Loads;Architecture
compile_size_1344_reg_96_20251128_131052;1344;96;_Z20parallelACOIterationPKdPKiPdS3_S3_S3_S3_PiS3_S3_S3_S4_S3;parallelACOIteration;64;20480;456;48;0;4800;480;4800;sm_70
compile_size_1344_reg_96_20251128_131052;1344;96;_Z26updateAndComputePheromonesPKdPKiPdS3_S3;updateAndComputePheromones;34;20480;392;8;0;0;0;0;sm_70
compile_size_1344_reg_96_20251128_131052;1344;96;_Z16updatePheromonesPKdPKiPdS3;updatePheromones;26;0;384;8;0;0;0;0;sm_70
compile_size_1344_reg_96_20251128_131052;1344;96;_Z21antColonyOptimizationPdS_PiS_S_S_S0_S;antColonyOptimization;94;0;416;40;0;4800;480;4800;sm_70
compile_size_1344_reg_96_20251128_131052;1344;96;;;34;20480;376;0;0;0;0;0;sm_70
compile_size_1344_reg_96_20251128_131052;1344;96;;;14;0;360;0;0;0;0;0;sm_70
Config;GraphSize;RegisterCount;Function;DemangledName;Registers;SMem_Bytes;CMem_Bank0;CMem_Bank2;CMem_Bank3;Stack_Frame;Spill_Stores;Spill_Loads;Architecture
compile_size_1376256_reg_128_20251129_121808;1376256;128;_Z20parallelACOIterationPKdPKiPdS3_S3_S3_S3_PiS3_S3_S3_S4_S3;parallelACOIteration;64;20480;456;48;0;4800;480;4800;sm_70
compile_size_1376256_reg_128_20251129_121808;1376256;128;_Z26updateAndComputePheromonesPKdPKiPdS3_S3;updateAndComputePheromones;34;20480;392;8;0;0;0;0;sm_70
compile_size_1376256_reg_128_20251129_121808;1376256;128;_Z16updatePheromonesPKdPKiPdS3;updatePheromones;28;0;384;8;0;0;0;0;sm_70
compile_size_1376256_reg_128_20251129_121808;1376256;128;_Z21antColonyOptimizationPdS_PiS_S_S_S0_S;antColonyOptimization;126;0;416;40;0;4800;480;4800;sm_70
compile_size_1376256_reg_128_20251129_121808;1376256;128;;;34;20480;376;0;0;0;0;0;sm_70
compile_size_1376256_reg_128_20251129_121808;1376256;128;;;14;0;360;0;0;0;0;0;sm_70
Config;GraphSize;RegisterCount;Function;DemangledName;Registers;SMem_Bytes;CMem_Bank0;CMem_Bank2;CMem_Bank3;Stack_Frame;Spill_Stores;Spill_Loads;Architecture
compile_size_1376256_reg_12_20251130_085603;1376256;12;_Z20parallelACOIterationPKdPKiPdS3_S3_S3_S3_PiS3_S3_S3_S4_S3;parallelACOIteration;24;20480;456;48;0;968456;9684;968456;sm_70
compile_size_1376256_reg_12_20251130_085603;1376256;12;_Z26updateAndComputePheromonesPKdPKiPdS3_S3;updateAndComputePheromones;24;20480;392;8;0;407648;4076;407648;sm_70
compile_size_1376256_reg_12_20251130_085603;1376256;12;_Z16updatePheromonesPKdPKiPdS3;updatePheromones;22;0;384;8;0;0;0;0;sm_70
compile_size_1376256_reg_12_20251130_085603;1376256;12;_Z21antColonyOptimizationPdS_PiS_S_S_S0_S;antColonyOptimization;24;0;416;40;0;4800;480;4800;sm_70
compile_size_1376256_reg_12_20251130_085603;1376256;12;;;24;20480;376;0;0;324040;3240;324040;sm_70
compile_size_1376256_reg_12_20251130_085603;1376256;12;;;14;0;360;0;0;0;0;0;sm_70
Config;GraphSize;RegisterCount;Function;DemangledName;Registers;SMem_Bytes;CMem_Bank0;CMem_Bank2;CMem_Bank3;Stack_Frame;Spill_Stores;Spill_Loads;Architecture
compile_size_1376256_reg_16_20251130_113207;1376256;16;_Z20parallelACOIterationPKdPKiPdS3_S3_S3_S3_PiS3_S3_S3_S4_S3;parallelACOIteration;24;20480;456;48;0;968456;9684;968456;sm_70
compile_size_1376256_reg_16_20251130_113207;1376256;16;_Z26updateAndComputePheromonesPKdPKiPdS3_S3;updateAndComputePheromones;24;20480;392;8;0;408052;4080;408052;sm_70
compile_size_1376256_reg_16_20251130_113207;1376256;16;_Z16updatePheromonesPKdPKiPdS3;updatePheromones;22;0;384;8;0;0;0;0;sm_70
compile_size_1376256_reg_16_20251130_113207;1376256;16;_Z21antColonyOptimizationPdS_PiS_S_S_S0_S;antColonyOptimization;24;0;416;40;0;4800;480;4800;sm_70
compile_size_1376256_reg_16_20251130_113207;1376256;16;;;24;20480;376;0;0;324040;3240;324040;sm_70
compile_size_1376256_reg_16_20251130_113207;1376256;16;;;14;0;360;0;0;0;0;0;sm_70
Config;GraphSize;RegisterCount;Function;DemangledName;Registers;SMem_Bytes;CMem_Bank0;CMem_Bank2;CMem_Bank3;Stack_Frame;Spill_Stores;Spill_Loads;Architecture
compile_size_1376256_reg_32_20251129_051615;1376256;32;_Z20parallelACOIterationPKdPKiPdS3_S3_S3_S3_PiS3_S3_S3_S4_S3;parallelACOIteration;32;20480;456;48;0;722420;7224;722420;sm_70
compile_size_1376256_reg_32_20251129_051615;1376256;32;_Z26updateAndComputePheromonesPKdPKiPdS3_S3;updateAndComputePheromones;32;20480;392;8;0;0;0;0;sm_70
compile_size_1376256_reg_32_20251129_051615;1376256;32;_Z16updatePheromonesPKdPKiPdS3;updatePheromones;28;0;384;8;0;0;0;0;sm_70
compile_size_1376256_reg_32_20251129_051615;1376256;32;_Z21antColonyOptimizationPdS_PiS_S_S_S0_S;antColonyOptimization;30;0;416;40;0;4800;480;4800;sm_70
compile_size_1376256_reg_32_20251129_051615;1376256;32;;;32;20480;376;0;0;0;0;0;sm_70
compile_size_1376256_reg_32_20251129_051615;1376256;32;;;14;0;360;0;0;0;0;0;sm_70
Config;GraphSize;RegisterCount;Function;DemangledName;Registers;SMem_Bytes;CMem_Bank0;CMem_Bank2;CMem_Bank3;Stack_Frame;Spill_Stores;Spill_Loads;Architecture
